#,PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Is indexable page,No. of all inlinks,First found at
1,30,https://www.newyorkspecialed.net/es/guias/,,text/plain; charset=utf-8,FALSE,404,0,2,FALSE,4,https://www.newyorkspecialed.net/guides/es/index.html
2,30,https://www.newyorkspecialed.net/districts/upstate/,,text/plain; charset=utf-8,FALSE,404,0,2,FALSE,1,https://www.newyorkspecialed.net/guides/es/index.html
3,0,https://www.newyorkspecialed.net/guides/post-2-what-is-a-cse-meeting/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/what-is-a-cse-meeting.html
4,0,https://www.newyorkspecialed.net/es/guias/dispute-resolution-ny-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/resolucion-disputas-ny.html
5,0,https://www.newyorkspecialed.net/guides/post-5-carter-cases-unilateral-placement-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/casos-carter-ubicacion-unilateral.html
6,0,https://www.newyorkspecialed.net/guides/post-1-cse-meeting-hub-survival-guide-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/guia-supervivencia-reunion-cse.html
7,0,https://www.newyorkspecialed.net/guides/post-4-independent-educational-evaluation-iee-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/evaluacion-educativa-independiente-iee.html
8,0,https://www.newyorkspecialed.net/es/guias/bilingual-iep-new-york-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/iep-bilingue-nueva-york.html
9,0,https://www.newyorkspecialed.net/es/guias/cpse-preschool-special-education-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/cpse-educacion-especial-preescolar.html
10,0,https://www.newyorkspecialed.net/es/guias/carter-cases-private-placement-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/casos-carter-ubicacion-privada.html
11,0,https://www.newyorkspecialed.net/es/guias/evaluation-request-ny-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/solicitud-evaluacion-ny.html
12,0,https://www.newyorkspecialed.net/guides/post-6-nyc-special-education-sbst-iesp-june-1/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/nyc-special-education-sbst-iesp-june-1.html
13,0,https://www.newyorkspecialed.net/es/guias/cse-meeting-guide-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/guia-reunion-cse.html
14,0,https://www.newyorkspecialed.net/guides/post-4-independent-educational-evaluation-iee/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/independent-educational-evaluation-iee.html
15,0,https://www.newyorkspecialed.net/guides/post-1-cse-meeting-hub-survival-guide/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/cse-meeting-hub-survival-guide.html
16,0,https://www.newyorkspecialed.net/guides/post-2-what-is-a-cse-meeting-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/que-es-una-reunion-cse.html
17,0,https://www.newyorkspecialed.net/guides/post-3-turning-5-cpse-to-cse-transition-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/transicion-a-los-5-anos-cpse-a-cse.html
18,0,https://www.newyorkspecialed.net/guides/post-6-nyc-special-education-sbst-iesp-june-1-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/educacion-especial-nyc-sbst-iesp-1-junio.html
19,0,https://www.newyorkspecialed.net/es/guias/parent-advocacy-guide-es/,,text/plain; charset=utf-8,FALSE,404,0,3,FALSE,1,https://www.newyorkspecialed.net/guides/es/guia-defensa-para-padres.html
20,0,https://www.newyorkspecialed.net/guides/post-3-turning-5-cpse-to-cse-transition/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/turning-5-cpse-to-cse-transition.html
21,0,https://www.newyorkspecialed.net/guides/post-5-carter-cases-unilateral-placement/,,text/plain; charset=utf-8,FALSE,404,0,4,FALSE,1,https://www.newyorkspecialed.net/guides/carter-cases-unilateral-placement.html
